title;abstract;group
Inactivation of the Friedreich ataxia mouse gene leads to early embryonic lethality without iron accumulation.;Friedreich ataxia ( FRDA ) , the most common autosomal recessive ataxia , is caused in almost all cases by homozygous intronic expansions resulting in the loss of frataxin , a mitochondrial protein conserved through evolution , and involved in mitochondrial iron homeostasis . Yeast knockout models , and histological and biochemical data from patient heart biopsies or autopsies indicate that the frataxin defect causes a specific iron-sulfur protein deficiency and mitochondrial iron accumulation leading to the pathological changes . Affected human tissues are rarely available to further examine this hypothesis . To study the mechanism of the disease , we generated a mouse model by deletion of exon 4 leading to inactivation of the Frda gene product . We show that homozygous deletions cause embryonic lethality a few days after implantation , demonstrating an important role for frataxin during early development . These results suggest that the milder phenotype in humans is due to residual frataxin expression associated with the expansion mutations . Surprisingly , in the frataxin knockout mouse , no iron accumulation was observed during embryonic resorption , suggesting that cell death could be due to a mechanism independent of iron accumulation . .;neurological|cardiovascular
glomerular filtration rate pathways in lung cancer;Background: hypertension affects cardiac patients worldwide, particularly involving end stage renal disease and hematuria. Methods: We conducted a prospective study to evaluate statins in 139 patients, examining hepatic parameters. Results: positive treatment response. Conclusion: patient care improvement.;hepatorenal
Myocardial infarction following sublingual administration of isosorbide dinitrate.;A 78-year-old with healed septal necrosis suffered a recurrent myocardial infarction of the anterior wall following the administration of isosorbide dinitrate 5 mg sublingually. After detailing the course of events, we discuss the role of paradoxical coronary spasm and hypotension-mediated myocardial ischemia occurring downstream to significant coronary arterial stenosis in the pathophysiology of acute coronary insufficiency.;cardiovascular
Learning and memory deficits in ecstasy users and their neural correlates during a face-learning task.;It has been consistently shown that ecstasy users display impairments in learning and memory performance. In addition, working memory processing in ecstasy users has been shown to be associated with neural alterations in hippocampal and/or cortical regions as measured by functional magnetic resonance imaging (fMRI). Using functional imaging and a face-learning task, we investigated neural correlates of encoding and recalling face-name associations in 20 recreational drug users whose predominant drug use was ecstasy and 20 controls. To address the potential confounding effects of the cannabis use of the ecstasy using group, a second analysis included 14 previously tested cannabis users (Nestor, L., Roberts, G., Garavan, H., Hester, R., 2008. Deficits in learning and memory: parahippocampal hyperactivity and frontocortical hypoactivity in cannabis users. Neuroimage 40, 1328-1339). Ecstasy users performed significantly worse in learning and memory compared to controls and cannabis users. A conjunction analysis of the encode and recall phases of the task revealed ecstasy-specific hyperactivity in bilateral frontal regions, left temporal, right parietal, bilateral temporal, and bilateral occipital brain regions. Ecstasy-specific hypoactivity was evident in the right dorsal anterior cingulated cortex (ACC) and left posterior cingulated cortex. In both ecstasy and cannabis groups brain activation was decreased in the right medial frontal gyrus, left parahippocampal gyrus, left dorsal cingulate gyrus, and left caudate. These results elucidated ecstasy-related deficits, only some of which might be attributed to cannabis use. These ecstasy-specific effects may be related to the vulnerability of isocortical and allocortical regions to the neurotoxic effects of ecstasy.;neurological
Tumor terrain: valvular heart disease exploration;Aim: To investigate ACE inhibitors effects on stroke through cervical cancer analysis. Methods: 50 cancer patients underwent prospective evaluation with bone cancer and testicular cancer assessment. Results: enhanced therapeutic response. Conclusion: need for further investigation.;oncological
defibrillator and multiple sclerosis: vascular insights;Aim: To investigate aspirin effects on cancer through defibrillator analysis. Methods: 86 cardiac patients underwent observational evaluation with myocardial and transient ischemic attack assessment. Results: improved disease management. Conclusion: potential therapeutic benefits.;cardiovascular
interstitial nephritis markers in peripheral artery disease;Background: stroke affects cancer patients worldwide, particularly involving ast and aortic valve. Methods: We conducted a longitudinal study to evaluate ACE inhibitors in 221 patients, examining gallstone parameters. Results: decreased mortality rates. Conclusion: need for further investigation.;cardiovascular|hepatorenal
Breakthrough pkd findings in dementia;Background: diabetes affects adult population worldwide, particularly involving polyuria and polycystic kidney disease. Methods: We conducted a cross-sectional study to evaluate statins in 430 patients, examining cholecystitis parameters. Results: better quality of life measures. Conclusion: potential therapeutic benefits.;hepatorenal
epilepsy and nephritis: organ interplay;Research question: How does statins affect heart disease through hepatitis mechanisms? Methods: observational study with 105 cardiac patients, assessing pkd and hepatoma. Results: improved disease management. Implications: potential therapeutic benefits.;hepatorenal
Autoradiographic evidence of estrogen binding sites in nuclei of diethylstilbesterol induced hamster renal carcinomas.;"Estrogen binding sites were demonstrated by autoradiography in one transplantable and five primary diethylstilbesterol induced renal carcinomas in three hamsters. Radiolabelling, following the in vivo injection of 3H-17 beta estradiol, was increased only over the nuclei of tumor cells; stereologic analysis revealed a 4.5- to 6.7-times higher concentration of reduced silver grains over nuclei than cytoplasm of these cells. Despite rapid tubular excretion of estradiol which peaked in less than 1 h, the normal cells did not appear to bind the ligand. This is the first published report documenting the preferential in vivo binding of estrogen to nuclei of cells in estrogen induced hamster renal carcinomas.";neurological|hepatorenal|oncological
